id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
121,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,61263200,Ethan,Brooklyn,Bedford-Stuyvesant,40.6830561,-73.9211135,Private room,49,30,1,3/22/2023,0.1,2,180,1,No License,No rating,1,1,1
122,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2788934,Andrew,Manhattan,Upper West Side,40.80007,-73.95926,Private room,83,30,3,11/5/2023,0.12,3,4,2,No License,5,1,1,1
123,Rental unit in Brooklyn · 1 bedroom · 2 shared baths,396629612,Outpost Club,Brooklyn,Williamsburg,40.71621,-73.95665,Private room,74,30,2,5/30/2023,0.06,12,299,1,No License,No rating,1,1,2
124,Home in Queens · ★4.56 · 1 bedroom · 2 beds · 1.5 baths,101491116,Tong,Queens,Richmond Hill,40.695188,-73.8350487,Private room,80,30,41,12/5/2023,2.59,2,64,27,No License,4.56,1,2,1.5
125,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 2 beds · 1 bath,9864136,Anthony,Brooklyn,Bushwick,40.68653,-73.91388,Entire home/apt,135,30,9,9/1/2022,0.15,19,365,0,No License,4.67,1,2,1
126,Loft in New York · 1 bedroom · 1 bed · 1 bath,7389352,Chris,Brooklyn,Greenpoint,40.72555,-73.95576,Entire home/apt,200,30,1,12/18/2021,0.04,1,263,0,No License,No rating,1,1,1
127,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,2867137,Avi,Manhattan,Kips Bay,40.74293,-73.97318,Entire home/apt,175,30,2,10/3/2021,0.07,91,340,0,No License,No rating,1,1,1
128,Condo in Brooklyn · ★4.81 · 2 bedrooms · 2 beds · 1 bath,385866112,Sooyoung,Brooklyn,Bushwick,40.6864157,-73.9095853,Entire home/apt,182,30,16,9/27/2023,1.74,1,165,16,No License,4.81,2,2,1
129,Rental unit in New York · ★3.60 · 1 bedroom · 1 bed · 1 shared bath,71400423,Maria,Manhattan,East Harlem,40.79398829,-73.94719684,Private room,29,30,5,11/4/2023,0.43,4,153,5,No License,3.6,1,1,1
130,Rental unit in Brooklyn · ★4.76 · Studio · 2 beds · 1 bath,49704571,Krzysztof,Brooklyn,Greenpoint,40.7208,-73.94238,Entire home/apt,89,30,17,9/7/2023,0.21,8,174,5,No License,4.76,Studio,2,1
131,Rental unit in Brooklyn · ★4.73 · 1 bedroom · 2 beds · 1 bath,7777783,Emmanuel,Brooklyn,Williamsburg,40.70866,-73.95203,Private room,105,3,45,12/17/2023,3.08,1,288,35,OSE-STRREG-0000084,4.73,1,2,1
132,Rental unit in Brooklyn · ★4.60 · 1 bedroom · 1 bed · 1.5 shared baths,476583892,Gus,Brooklyn,Bushwick,40.6915,-73.9123,Private room,150,30,40,8/11/2023,2.49,9,365,24,No License,4.6,1,1,1.5
133,Rental unit in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1.5 shared baths,9864136,Anthony,Brooklyn,Bushwick,40.68648,-73.9155,Private room,45,30,3,4/1/2023,0.08,19,310,1,No License,4.33,1,1,1.5
134,Rental unit in New York · ★3.0 · 1 bedroom · 1 bed · 1 shared bath,497746652,Leo,Manhattan,Morningside Heights,40.8027795,-73.95851182,Private room,40,30,3,6/9/2023,0.33,5,365,3,No License,3,1,1,1
135,Rental unit in Brooklyn · ★3.82 · 3 bedrooms · 3 beds · 2 baths,177038905,Crystal,Brooklyn,Bedford-Stuyvesant,40.68456,-73.9201,Entire home/apt,167,30,11,11/2/2023,0.69,4,331,4,No License,3.82,3,3,2
136,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,22098752,Eric,Brooklyn,Bushwick,40.68278571,-73.90693266,Entire home/apt,110,30,2,7/31/2023,0.34,1,333,2,No License,No rating,1,1,1
137,Serviced apartment in New York · 2 bedrooms · 3 beds · 1 bath,162280872,Urban Furnished,Manhattan,Upper East Side,40.7742384,-73.9486798,Entire home/apt,167,30,1,10/31/2023,0.44,256,288,1,No License,No rating,2,3,1
138,Rental unit in Brooklyn · ★4.78 · 1 bedroom · 1 private bath,60666744,Amani,Brooklyn,Bushwick,40.68972,-73.91105,Private room,91,30,51,9/2/2023,1.99,2,90,22,No License,4.78,1,1,1
139,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,300387780,Tobias,Brooklyn,Williamsburg,40.71806,-73.95905,Private room,100,30,5,9/25/2023,0.75,2,165,5,No License,5,1,1,1
140,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,42311387,Antoine,Manhattan,Upper East Side,40.77255,-73.94665,Entire home/apt,229,30,7,7/16/2023,0.28,1,186,3,No License,5,1,1,1
141,Serviced apartment in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,3223938,Eugene,Brooklyn,Bushwick,40.68941,-73.91857,Private room,40,90,2,6/1/2022,0.09,589,97,0,No License,No rating,1,1,1
142,Rental unit in New York · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,128237188,Mante,Manhattan,East Harlem,40.79681,-73.94515,Private room,55,30,138,10/10/2023,1.78,1,312,18,No License,4.78,1,1,1
143,Rental unit in Brooklyn · ★4.90 · 3 bedrooms · 6 beds · 1 bath,3211428,Julia,Brooklyn,Bushwick,40.68776,-73.90614,Entire home/apt,205,30,31,11/14/2023,1.09,1,230,13,No License,4.9,3,6,1
144,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,493207893,Leo,Brooklyn,Williamsburg,40.70709674,-73.94905174,Private room,59,30,1,11/25/2023,0.7,6,365,1,No License,No rating,1,1,2
145,Rental unit in New York · ★4.60 · 3 bedrooms · 1 bed · 3 baths,3660702,Greg,Manhattan,Chelsea,40.74612142,-73.99250682,Private room,50,1,5,12/21/2023,1.61,7,203,5,Exempt,4.6,3,1,3
146,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,31522757,Willy,Brooklyn,Williamsburg,40.70662,-73.94778,Entire home/apt,130,30,3,7/7/2023,0.16,1,309,1,No License,5,1,1,1
147,Rental unit in New York · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,475127789,Deniz,Manhattan,Harlem,40.80167374,-73.95898186,Private room,50,30,66,12/2/2023,4.79,2,42,58,No License,4.86,1,1,1
148,Home in New York · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,544652279,Rop,Manhattan,Harlem,40.81167172,-73.94215547,Private room,85,1,10,12/20/2023,4.92,3,87,10,Exempt,4.4,1,1,1
149,Rental unit in New York · 1 bedroom · 1 shared bath,345938275,Outpost Club,Manhattan,East Harlem,40.79024,-73.94791,Private room,41,30,1,8/30/2022,0.06,7,257,0,No License,No rating,1,1,1
150,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,47119244,Bacho,Manhattan,East Harlem,40.7955675,-73.95002258,Private room,115,30,5,11/12/2022,0.32,1,365,0,No License,5,1,1,1
151,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,360780711,Sia,Manhattan,Harlem,40.80045,-73.9538,Private room,88,30,109,12/12/2023,3.74,1,365,37,No License,4.87,1,1,1
152,Home in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,28722667,Qudsia,Brooklyn,Flatlands,40.62478,-73.92881,Private room,29,30,18,12/5/2023,0.62,1,136,4,No License,4.33,1,1,1.5
153,Boutique hotel in New York · Studio · 1 bed · 1 private bath,395671107,Esplanade 99,Manhattan,Upper West Side,40.79751,-73.9707,Private room,65,30,1,11/30/2021,0.04,19,179,0,No License,No rating,Studio,1,1
154,Rental unit in New York · ★4.60 · 1 bedroom · 3 beds · 1 bath,314025551,Madison,Manhattan,Chelsea,40.75013945,-74.00272135,Entire home/apt,109,1,10,1/2/2024,3.16,2,233,10,Exempt,4.6,1,3,1
155,Rental unit in Brooklyn · ★4.76 · 1 bedroom · 2 beds · 1 private bath,8661571,Naa-Sakle,Brooklyn,Bedford-Stuyvesant,40.68183,-73.92113,Private room,106,30,38,12/11/2023,1.45,1,340,18,No License,4.76,1,2,1
156,Rental unit in New York · ★4.80 · Studio · 1 bed · 1 bath,51501835,Jeniffer,Manhattan,Upper East Side,40.78225,-73.95408,Entire home/apt,95,30,5,10/22/2023,0.22,139,364,4,No License,4.8,Studio,1,1
157,Rental unit in New York · ★4.64 · Studio · 1 bed · 1 bath,51501835,Jeniffer,Manhattan,Upper East Side,40.78118,-73.95306,Entire home/apt,100,30,11,1/12/2023,0.16,139,365,1,No License,4.64,Studio,1,1
158,Loft in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,9659504,Danny,Brooklyn,Williamsburg,40.71499,-73.9463,Entire home/apt,300,30,10,8/27/2021,0.1,1,89,0,No License,5,1,1,1
159,Condo in Brooklyn · ★4.94 · 1 bedroom · 1 bed · 1 bath,9614389,Adam,Brooklyn,Williamsburg,40.71147,-73.94896,Entire home/apt,270,30,89,8/27/2023,1.67,1,41,28,No License,4.94,1,1,1
160,Rental unit in New York · ★5.0 · 2 bedrooms · 2 beds · 1 bath,28629925,Michelle,Manhattan,Harlem,40.81011,-73.94404,Entire home/apt,250,30,5,7/17/2022,0.26,1,364,0,No License,5,2,2,1
161,Rental unit in New York · ★4.43 · 1 bedroom · 1 bed · 1 bath,2119276,Urban Furnished,Manhattan,Upper East Side,40.75966,-73.96124,Entire home/apt,119,30,14,12/30/2023,0.14,54,279,1,No License,4.43,1,1,1
162,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,23772724,The Local Stay,Manhattan,Upper East Side,40.78185234,-73.94543096,Entire home/apt,92,30,1,12/13/2023,1,68,241,1,No License,No rating,2,2,1
163,Rental unit in New York · 2 bedrooms · 3 beds · 2 baths,113723310,MyNyHousing,Manhattan,East Harlem,40.78695,-73.94853,Entire home/apt,200,30,2,11/20/2023,0.73,60,364,2,No License,No rating,2,3,2
164,Rental unit in New York · ★4.92 · Studio · 1 bed · 1 bath,5800619,Catia,Manhattan,Chelsea,40.75398,-73.99982,Entire home/apt,245,30,337,12/15/2023,3.34,2,281,46,No License,4.92,Studio,1,1
165,Rental unit in New York · ★5.0 · 3 bedrooms · 3 beds · 3 baths,66989673,Theresa,Manhattan,Upper East Side,40.77810632,-73.9543089,Entire home/apt,950,30,7,12/4/2023,0.76,1,364,7,No License,5,3,3,3
166,Rental unit in New York · 1 bedroom · 1 bed · 0 shared baths,305240193,June,Manhattan,Upper East Side,40.77668313,-73.94496253,Private room,92,30,1,5/23/2023,0.13,348,362,1,No License,No rating,1,1,0
167,Rental unit in New York · ★4.80 · 3 bedrooms · 3 beds · 2 baths,486475503,Brandy,Manhattan,Upper East Side,40.78155,-73.9564,Entire home/apt,318,30,10,7/18/2023,1.1,2,125,10,No License,4.8,3,3,2
168,Rental unit in Queens · ★4.81 · 1 bedroom · 2 beds · 1 bath,471850331,Zipporah,Queens,St. Albans,40.70495,-73.75051,Entire home/apt,100,30,21,4/23/2023,1.59,2,364,19,No License,4.81,1,2,1
169,Townhouse in Brooklyn · ★4.85 · 1 bedroom · 1 bed · 1 private bath,24273714,Aracelis,Brooklyn,Flatbush,40.63308,-73.95073,Private room,50,30,39,12/1/2023,2.23,9,229,26,No License,4.85,1,1,1
170,Rental unit in New York · ★4.60 · Studio · 1 bed · 1 bath,51501835,Jeniffer,Manhattan,Upper East Side,40.78213,-73.95269,Entire home/apt,95,30,5,1/4/2022,0.16,139,287,0,No License,4.6,Studio,1,1
171,Rental unit in Brooklyn · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,432233993,Bruce,Brooklyn,Bay Ridge,40.62159,-74.02258,Private room,72,30,45,11/4/2023,2.05,6,258,21,No License,4.91,1,1,1.5
172,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,520241649,Regina,Manhattan,SoHo,40.72308561,-74.00409227,Entire home/apt,175,5,1,12/2/2023,0.83,1,340,1,Exempt,No rating,1,1,1
173,Condo in New York · ★4.87 · 2 bedrooms · 3 beds · 1 private bath,3636235,Ari,Manhattan,East Village,40.72544,-73.9805,Private room,499,30,140,9/5/2023,1.03,1,180,7,No License,4.87,2,3,1
174,Rental unit in New York · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,243489304,Jack,Manhattan,Lower East Side,40.71312013,-73.98702905,Private room,83,3,4,12/17/2023,2.07,8,201,4,Exempt,4,1,1,1
175,Townhouse in Brooklyn · ★4.64 · 1 bedroom · 1 bed · 1 private bath,363928053,Chida,Brooklyn,Kensington,40.64344,-73.98187,Private room,53,30,25,9/30/2023,0.89,8,218,19,No License,4.64,1,1,1
176,Rental unit in Queens · ★4.74 · 1 bedroom · 1 bed · 1 bath,130186976,Challen,Queens,St. Albans,40.69251,-73.75652,Entire home/apt,169,30,34,5/21/2023,2.14,1,365,20,No License,4.74,1,1,1
177,Rental unit in New York · ★4.93 · 1 bedroom · 1 bed · 1 bath,21849863,Justin,Manhattan,East Village,40.72561549,-73.98405861,Entire home/apt,99,30,43,12/27/2023,4.1,1,53,43,No License,4.93,1,1,1
178,Rental unit in New York · 1 bedroom · 1 bed · 2 shared baths,480603123,Angel,Manhattan,Lower East Side,40.7152693,-73.98147783,Private room,40,30,1,9/9/2023,0.25,11,245,1,No License,No rating,1,1,2
179,Rental unit in New York · ★4.71 · 1 bedroom · 1 bed · 1 bath,3726366,Damian,Manhattan,East Village,40.72585,-73.98542,Entire home/apt,89,30,95,5/31/2023,0.7,1,66,3,No License,4.71,1,1,1
180,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,65527002,Sissy,Manhattan,Upper West Side,40.79512,-73.96325,Private room,90,30,90,9/29/2023,1.19,1,146,3,No License,4.87,1,1,1
181,Rental unit in New York · ★4.86 · 1 bedroom · 1 bed · 1 bath,537267374,Renato,Manhattan,Upper East Side,40.77669,-73.95299,Entire home/apt,149,3,7,12/18/2023,3.44,1,311,7,OSE-STRREG-1048755,4.86,1,1,1
182,Rental unit in New York · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,1632149,Michael,Manhattan,Harlem,40.80272,-73.95316,Private room,110,30,91,11/19/2023,0.67,1,137,12,No License,4.97,1,1,1
183,Rental unit in Brooklyn · ★4.82 · 1 bedroom · 1 bed · 1 bath,50377301,Ishmael,Brooklyn,Williamsburg,40.70765,-73.94983,Entire home/apt,165,30,155,10/27/2023,4.92,1,180,45,No License,4.82,1,1,1
184,Rental unit in Brooklyn · ★4.82 · 2 bedrooms · 2 beds · 1 bath,307345384,Luis,Brooklyn,Williamsburg,40.71307,-73.95633,Entire home/apt,390,30,22,11/26/2023,0.83,1,365,10,No License,4.82,2,2,1
185,Serviced apartment in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,3223938,Eugene,Brooklyn,Bushwick,40.6898,-73.92042,Private room,31,90,1,5/1/2022,0.05,589,0,0,No License,No rating,1,1,1
186,Rental unit in New York · ★4.83 · 1 bedroom · 1 bed · 1 bath,968805,Lennay,Manhattan,Upper East Side,40.7794,-73.95096,Private room,70,30,41,8/14/2023,0.38,1,158,1,No License,4.83,1,1,1
187,Townhouse in Staten Island · ★4.89 · Studio · 3 beds · 1 bath,45519775,Ayman,Staten Island,West Brighton,40.62872,-74.12154,Entire home/apt,86,30,230,8/29/2023,2.29,1,261,6,No License,4.89,Studio,3,1
188,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,496664883,H Two E,Brooklyn,Bushwick,40.6905,-73.91028,Private room,140,30,3,10/8/2023,0.36,4,365,3,No License,5,1,1,1
189,Rental unit in New York · 1 bedroom · 1 bed · 1.5 baths,488737581,Leo,Manhattan,Harlem,40.80296,-73.95639,Private room,51,30,2,11/5/2023,0.3,17,365,2,No License,No rating,1,1,1.5
190,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,867225,Rahul,Manhattan,Morningside Heights,40.80634,-73.95905,Private room,80,31,3,12/31/2023,0.25,2,238,3,No License,5,1,1,1
191,Rental unit in Brooklyn  · ★4.81 · 4 bedrooms · 7 beds · 3 baths,148725429,Javier,Brooklyn,Bedford-Stuyvesant,40.68697,-73.91785,Entire home/apt,599,30,109,10/28/2023,2.48,2,365,25,No License,4.81,4,7,3
192,Condo in Brooklyn · ★4.93 · 1 bedroom · 1 bed · 1 private bath,98341498,Gabriel,Brooklyn,Bushwick,40.68811035,-73.91184235,Private room,104,30,92,11/29/2023,1.07,1,358,13,No License,4.93,1,1,1
193,Rental unit in New York · ★4.63 · 2 bedrooms · 3 beds · 1 bath,481452777,Jude,Manhattan,Harlem,40.8174733,-73.9441909,Entire home/apt,254,1,40,12/22/2023,4.3,12,336,40,Exempt,4.63,2,3,1
194,Loft in Brooklyn · ★4.38 · 2 bedrooms · 5 beds · 2 baths,300293489,Raquel,Brooklyn,Bedford-Stuyvesant,40.69152,-73.95548,Entire home/apt,285,30,42,11/6/2023,2.12,2,365,20,No License,4.38,2,5,2
195,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,41135932,Renay,Manhattan,Chelsea,40.73961,-73.99441,Entire home/apt,189,30,14,9/4/2023,0.57,1,76,7,No License,5,1,1,1
196,Home in Brooklyn · 5 bedrooms · 1 bed · 2 baths,34991003,Karen,Brooklyn,East Flatbush,40.64434,-73.92383,Private room,40,30,1,12/16/2023,1,4,269,1,No License,No rating,5,1,2
197,Villa in New York · 1 bedroom · 2 beds · 2 shared baths,158181451,Sophia,Queens,Flushing,40.74821,-73.82934,Private room,50,30,2,11/30/2019,0.03,8,365,0,No License,No rating,1,2,2
198,Rental unit in New York · ★4.72 · 1 bedroom · 2 beds · 1 bath,5785240,Laurent,Manhattan,Harlem,40.8096,-73.94712,Entire home/apt,120,30,145,9/9/2023,1.28,1,294,19,No License,4.72,1,2,1
199,Home in The Bronx · ★4.83 · 1 bedroom · 1 bed · 1 private bath,429935341,Criss,Bronx,Parkchester,40.82949,-73.87561,Private room,51,30,12,11/30/2023,2.25,6,179,12,No License,4.83,1,1,1
200,Condo in New York · ★4.25 · 1 bedroom · 1 bed · 1 shared bath,402215343,Dali,Manhattan,Harlem,40.79977798,-73.95462799,Private room,72,30,4,6/25/2023,0.21,8,365,2,No License,4.25,1,1,1
201,Home in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 private bath,239103551,Yonette,Brooklyn,Brownsville,40.6641821,-73.9129914,Private room,130,30,29,8/20/2023,1.54,1,364,12,No License,4.83,1,1,1
202,Townhouse in New York · ★4.86 · 4 bedrooms · 6 beds · 2.5 baths,269120575,Jessica,Manhattan,Harlem,40.8236919,-73.94452252,Entire home/apt,508,3,7,12/17/2023,0.91,4,179,7,Exempt,4.86,4,6,2.5
203,Home in Queens · ★4.77 · 1 bedroom · 1 bed · 1 private bath,269909179,Claudia,Queens,Woodside,40.75193,-73.90049,Private room,90,30,122,12/2/2023,4.47,1,176,42,No License,4.77,1,1,1
204,Home in Queens · ★5.0 · 1 bedroom · 1 bed · 1 private bath,151421618,Adesh,Queens,Ozone Park,40.68315,-73.84434,Private room,57,30,4,3/23/2022,0.13,3,89,0,No License,5,1,1,1
205,Loft in Brooklyn · ★5.0 · Studio · 1 bed · 1 bath,325994,Paddy,Brooklyn,Bedford-Stuyvesant,40.69171,-73.95997,Entire home/apt,100,30,8,6/8/2023,0.07,1,217,2,No License,5,Studio,1,1
206,Rental unit in Brooklyn · ★4.68 · 1 bedroom · 1 bed · 1 bath,842125,Jenna,Brooklyn,Crown Heights,40.67545,-73.96096,Entire home/apt,112,30,31,8/9/2019,0.21,1,56,0,No License,4.68,1,1,1
207,Rental unit in Brooklyn · ★4.87 · 1 bedroom · 2 beds · 1 bath,3028267,Vernon,Brooklyn,Clinton Hill,40.69375,-73.96576,Entire home/apt,250,30,38,11/25/2023,0.34,1,358,19,No License,4.87,1,2,1
208,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,84330585,Marissa,Brooklyn,Crown Heights,40.66504,-73.95155,Entire home/apt,94,30,1,8/5/2023,0.19,1,108,1,No License,No rating,1,1,1
209,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,415660,Carmen,Brooklyn,Williamsburg,40.71406,-73.96749,Private room,100,30,8,11/1/2019,0.06,1,89,0,No License,4.86,1,1,1
210,Home in Brooklyn · ★4.99 · 2 bedrooms · 2 beds · 1 bath,13303603,Jeff,Brooklyn,Bushwick,40.69398,-73.91984,Entire home/apt,159,30,138,10/22/2023,4.72,1,200,35,No License,4.99,2,2,1
211,Rental unit in Queens · ★4.61 · 1 bedroom · 3 beds · 1 bath,461612241,Sulman,Queens,Jackson Heights,40.7553,-73.88112,Entire home/apt,115,30,38,11/21/2023,2.8,1,365,32,No License,4.61,1,3,1
212,Home in Brooklyn · ★4.20 · 1 bedroom · 1 bed · 1 shared bath,381486556,Kahdeja,Brooklyn,Bay Ridge,40.63246,-74.02771,Private room,60,30,10,11/30/2023,0.87,6,307,10,No License,4.2,1,1,1
213,Home in Queens · ★4.72 · 2 bedrooms · 2 beds · 1 bath,2050338,Verena Vogelbacher,Queens,Richmond Hill,40.70054,-73.82785,Entire home/apt,95,30,18,7/31/2023,0.16,3,130,1,No License,4.72,2,2,1
214,Home in Brooklyn · ★4.78 · 1 bedroom · 2 beds · 1 private bath,2790890,Phil,Brooklyn,Bedford-Stuyvesant,40.69242,-73.94891,Private room,61,30,125,12/1/2023,2.06,6,353,27,No License,4.78,1,2,1
215,Rental unit in Brooklyn · ★4.90 · 1 bedroom · 2 beds · 1 private bath,172113555,Linda,Brooklyn,Bedford-Stuyvesant,40.68579,-73.94151,Private room,170,5,162,12/27/2023,2.48,2,221,31,Exempt,4.9,1,2,1
216,Rental unit in New York · ★4.0 · Studio · 1 bed · 1 bath,61391963,Stay With Vibe,Manhattan,Upper East Side,40.772422,-73.95019308,Entire home/apt,99,30,4,12/29/2023,0.42,133,343,4,No License,4,Studio,1,1
217,Rental unit in Brooklyn · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,345626278,May,Brooklyn,East Flatbush,40.65104,-73.95223,Private room,50,30,5,7/31/2023,0.19,3,87,2,No License,4,1,1,1
218,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,514902148,Mr,Manhattan,Morningside Heights,40.80504404,-73.96664183,Entire home/apt,183,30,2,8/11/2023,0.27,1,90,2,No License,No rating,1,1,1
219,Rental unit in New York · ★4.81 · 1 bedroom · 1 bed · 1 bath,1171497,Yvette,Manhattan,Harlem,40.80788,-73.95148,Entire home/apt,170,3,16,9/2/2023,0.86,9,29,10,Exempt,4.81,1,1,1
220,Rental unit in Brooklyn · ★4.70 · 1 bedroom · 1 bed · 2 shared baths,441746363,Gerardo,Brooklyn,Bedford-Stuyvesant,40.6797,-73.91035,Private room,75,30,53,10/8/2023,2.25,5,90,21,No License,4.7,1,1,2
221,Rental unit in New York · 3 bedrooms · 3 beds · 2 baths,2867137,Avi,Manhattan,Murray Hill,40.74433,-73.97167,Entire home/apt,230,30,2,10/30/2023,0.3,91,365,2,No License,No rating,3,3,2
222,Rental unit in Brooklyn · ★4.54 · 1 bedroom · 3 beds · 1 bath,39449252,Igor,Brooklyn,Williamsburg,40.7132156,-73.9563231,Entire home/apt,87,30,81,12/4/2023,4.76,1,258,53,No License,4.54,1,3,1
223,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 bath,305092694,Julia,Brooklyn,Williamsburg,40.71679,-73.95675,Entire home/apt,199,30,37,12/1/2023,1.14,3,269,16,No License,4.86,1,1,1
224,Rental unit in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 2 shared baths,10387090,Luis Enrique,Brooklyn,Bedford-Stuyvesant,40.68316,-73.91214,Private room,44,30,3,1/28/2023,0.14,12,303,1,No License,4.33,1,1,2
225,Condo in Brooklyn · ★4.81 · 2 bedrooms · 2 beds · 1 bath,271663737,Forty,Brooklyn,Williamsburg,40.70587073,-73.95514795,Entire home/apt,294,5,183,12/31/2023,3.35,1,320,43,Exempt,4.81,2,2,1
226,Rental unit in Brooklyn · ★4.85 · 1 bedroom · 2 beds · 1 bath,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,223,1,152,12/17/2023,1.1,30,0,10,Exempt,4.85,1,2,1
